order_id,order_date,region,destination_city,category,payment_method,sales_amount,discount_pct,quantity,return_status,customer_type
ORD-102479,2024-12-14,Northeast,Buffalo,Home,PayPal,57.7,0,1,Exchange,Loyal
ORD-102480,2025-03-19,West,Seattle,Toys,Credit Card,90.57,15,2,Not Returned,Returning
ORD-102481,2025-09-26,West,Los Angeles,Electronics,Credit Card,254.01,0,2,Exchange,Returning
ORD-102482,2025-06-28,South,Houston,Electronics,Gift Card,130.55,0,1,Not Returned,Loyal
ORD-102483,2024-02-07,West,San Francisco,Office Supplies,Gift Card,140.75,15,5,Not Returned,New
ORD-102484,2025-07-11,Northeast,Buffalo,Sports,Debit Card,748.38,15,5,Not Returned,New
ORD-102485,2025-12-29,West,San Diego,Beauty,Debit Card,88.96,20,2,Not Returned,New
ORD-102486,2025-07-13,West,Phoenix,Electronics,Credit Card,213.73,15,1,not returned,Returning
ORD-102487,2025-03-02,Midwest,Indianapolis,Home,Debit Card,61.13,,1,Not Returned,Returning
ORD-103875,2025-01-01,West,Los Angeles,Office Supplies,Credit Card,40.41,5,1,Not Returned,Returning
ORD-102489,2025-03-28,South,Dallas,Electronics,Debit Card,437.09,10,2,Not Returned,Returning
ORD-102490,2025-07-16,West,San Francisco,Electronics,Debit Card,129.32,0,1,Not Returned,New
ORD-102491,2025-02-17,Northeast,Philadelphia,Electronics,Credit Card,461.07,0,3,Not Returned,Returning
ORD-102492,2025-10-29,South,Dallas,Toys,Credit Card,253.75,5,4,not returned,Returning
ORD-102493,2024-03-24,Northeast,Philadelphia,Beauty,Buy Now Pay Later,70.67,0,3,Not Returned,Loyal
ORD-102494,2024-02-26,Northeast,Newark,Home,Apple Pay,113.69,10,2,Not Returned,New
ORD-102495,2025-06-08,Midwest,Detroit,Electronics,Credit Card,173.08,10,1,Not Returned,Returning
ORD-102496,2025-11-18,South,Houston,Electronics,Debit Card,217.07,25,1,Not Returned,Returning
ORD-102497,2025-04-28,Midwest,St. Louis,Fashion,Debit Card,84.86,5,2,Not Returned,New
ORD-102498,2024-08-09,Midwest,Columbus,Electronics,PayPal,195.48,10,1,Not Returned,Returning
ORD-102499,2025-12-28,West,Phoenix,Electronics,Credit Card,97.33,,1,Not Returned,Returning
ORD-102500,2024-08-17,South,Nashville,Fashion,Debit Card,50.22,10,1,Not Returned,Returning
ORD-102501,2024-10-01,West,Phoenix,Electronics,PayPal,341.26,15,4,Not Returned,Returning
ORD-102502,2025-12-25,South,Atlanta,Electronics,Apple Pay,170.29,10,1,Not Returned,New
ORD-102503,2024-03-01,Northeast,Newark,Fashion,Credit Card,38.27,5,1,Returned,Loyal
ORD-102504,2025-08-30,West,Seattle,Fashion,Credit Card,473.45,15,4,Not Returned,New
ORD-102505,2025-01-16,South,Houston,Electronics,CREDIT CARD,170.21,10,1,Not Returned,Loyal
ORD-102506,2024-11-06,South,Atlanta,Electronics,Buy Now Pay Later,330.02,20,1,Not Returned,Returning
ORD-102507,2025-05-20,Northeast,Newark,Electronics,Apple Pay,582.17,10,4,Returned,New
ORD-102508,2025-12-01 ,West,San Francisco,Home,Credit Card,68.37,15,1,Not Returned,Loyal
ORD-102509,2025-11-24,South,Miami,Sports,Debit Card,130.67,10,1,Not Returned,New
ORD-102510,2024-04-06,Northeast,Pittsburgh,Electronics,Credit Card,73.97,5,1,Not Returned,New
ORD-102511,2025-03-13,West,Seattle,Office Supplies,Apple Pay,61.93,,2,Not Returned,Returning
ORD-102512,2025-10-30,Midwest,Minneapolis,Electronics,Credit Card,109.82,0,1,Not Returned,Returning
ORD-102513,2025-01-29,South,Atlanta,Electronics,Credit Card,79.21,0,1,Not Returned,Returning
ORD-102514,2025-12-29,Northeast,Philadelphia,Toys,Debit Card,357.22,0,3,,New
ORD-102515,2024-01-15,Northeast,Buffalo,Home,PayPal,159.45,0,5,,Returning
ORD-102516,2024-07-25,Midwest,Indianapolis,Home,Credit Card,235.93,5,1,Not Returned,New
ORD-102517,2025-04-10,Northeast,Newark,Home,,111.23,5,2,Not Returned,Returning
ORD-102518,2024-07-26,Midwest,Chicago,Electronics,Credit Card,116.0,10,1,Not Returned,Loyal
ORD-102519,2025-10-14,Midwest,St. Louis,Home,Credit Card,88.35,10,1,,Returning
ORD-102520,2025-06-02,Northeast,Philadelphia,Sports,Debit Card,376.91,20,2,Not Returned,New
ORD-102521,2024-02-22,Northeast,Buffalo,Electronics,Credit Card,123.54,0,1,Not Returned,New
ORD-102522,2024-02-05,Midwest,Columbus,Electronics,Gift Card,366.9,20,3,Returned,New
ORD-102523,2025-08-12,South,Atlanta,Electronics,Credit Card,922.74,5,3,Not Returned,Returning
ORD-102524,2025-07-10,West,Las Vegas,Beauty,Credit Card,63.14,0,1,Not Returned,Returning
ORD-102525,2025/01/10,Northeast,Pittsburgh,Electronics,Credit Card,149.32,5,1,Not Returned,Returning
ORD-102526,2024-07-11,Northeast,Boston,Electronics,Debit Card,171.94,10,1,Not Returned,New
ORD-102527,2024-06-14,Northeast,Buffalo,Sports,,212.13,15,2,Not Returned,Loyal
ORD-102528,06/30/2025,South,Houston,Fashion,Debit Card,76.15,15,1,NOT RETURNED,Returning
ORD-102529,11/08/2025,South,Houston,Electronics,Debit Card,701.25,30,2,Not Returned,Returning
ORD-102530,2025-07-17,Northeast,New York,Fashion,Buy Now Pay Later,40.51,5,1,Not Returned,Returning
ORD-102531,2024-03-10,West,San Francisco,Toys,PayPal,34.74,10,1,,New
ORD-102532,2024-10-25,Northeast,Newark,Sports,PayPal,192.6,0,3,,Returning
ORD-102533,2024-10-07,South,Charlotte,Home,Buy Now Pay Later,234.26,10,3,Not Returned,Loyal
ORD-102534,2024-07-18,Northeast,Pittsburgh,Home,Credit Card,182.04,5,1,Returned,New
ORD-102535,2025-08-24,South,Houston,Fashion,Credit Card,43.92,10,1,Not Returned,Returning
ORD-102536,2025-03-21,West,Phoenix,Home,Credit Card,114.97,10,2,Not Returned,Returning
ORD-102537,2025-05-24,West,San Francisco,Electronics,Gift Card,136.03,20,1,Not Returned,New
ORD-102538,2024-12-23,Midwest,Indianapolis,Home,PayPal,61.6,15,1,Not Returned,New
ORD-102539,2024-05-06,Midwest,Detroit,Toys,Credit Card,58.55,15,1,Not Returned,Loyal
ORD-102540,2025-09-26,Northeast,Pittsburgh,Toys,Buy Now Pay Later,79.86,0,4,Not Returned,Returning
ORD-102541,2025-06-19,Northeast,Boston,Office Supplies,credit card,70.72,20,2,Not Returned,Loyal
ORD-102542,2025-11-02,West,Los Angeles,Beauty,Debit Card,112.72,30,4,Not Returned,New
ORD-102543,2024-01-12,South,Miami,Home,PayPal,109.24,0,1,Not Returned,Loyal
ORD-102544,2025-07-12,South,Charlotte,Beauty,PayPal,25.5,0,1,Returned,Returning
ORD-102545,07/04/2025,South,Houston,Fashion,Credit Card,79.69,0,1,Not Returned,Returning
ORD-102546,2024-06-06,South,Dallas,Electronics,Credit Card,125.3,0,1,Not Returned,New
ORD-102547,2025-04-14,Midwest,Columbus,Office Supplies,Buy Now Pay Later,18.57,0,1,Not Returned,Returning
ORD-102548,2025-11-12,West,San Diego,Home,Credit Card,468.41,20,3,Not Returned,Loyal
ORD-102549,2025-05-20,West,Phoenix,Pet Supplies,Buy Now Pay Later,105.17,15,2,Not Returned,Returning
ORD-102550,2025-02-17,Northeast,Philadelphia,Beauty,debit card,32.08,0,1,,New
ORD-102551,2024-12-03,South,,Electronics,Debit Card,618.87,25,3,Returned,New
ORD-102552,2024-11-05,West,Los Angeles,Beauty,Debit Card,34.1,30,1,,Loyal
ORD-102553,2025-07-17,Midwest,Columbus,Fashion,Debit Card,282.66,0,4,Not Returned,Returning
ORD-102554,2025-05-28 ,West,San Francisco,Home,Buy Now Pay Later,261.71,0,3,Not Returned,Returning
ORD-102555,2025-07-20,West,Las Vegas,Fashion,Credit Card,352.7,0,5,Exchange,Returning
ORD-102556,2025-06-26,Northeast,New York,Pet Supplies,PayPal,95.33,15,2,Not Returned,Loyal
ORD-102557,2024-08-01,South,Houston,Electronics,Credit Card,225.34,5,1,Not Returned,Returning
ORD-102558,2024-01-01,Midwest,Columbus,Home,Credit Card,509.67,10,4,Not Returned,Returning
ORD-102559,2024-12-24,West,Los Angeles,Fashion,Credit Card,66.11,25,1,Returned,Returning
ORD-102560,2025-01-25,South,Nashville,Electronics,Credit Card,56.08,5,1,Not Returned,Returning
ORD-102561,2024-11-20,Midwest,Detroit,Electronics,Credit Card,355.55,10,2,Not Returned,Returning
ORD-102562,2024-09-29,South,Houston,Electronics,Credit Card,76.17,0,1,Not Returned,Loyal
ORD-102563,2025-07-25,West,Seattle,Electronics,Credit Card,544.25,10,2,Not Returned,Returning
ORD-102564,2025-07-05,West,Los Angeles,Toys,Credit Card,43.06,N/A,1,Not Returned,Returning
ORD-102565,2024-09-09,Midwest,Indianapolis,Sports,Debit Card,70.44,5,1,Not Returned,New
ORD-102566,2025/05/09,West,Los Angeles,Electronics,Debit Card,107.79,,1,Not Returned,Returning
ORD-102567,2025-12-30,South,Miami,Electronics,PayPal,256.36,,2,Not Returned,Loyal
ORD-102568,2024-06-26,Midwest,Indianapolis,Home,Credit Card,112.03,15,1,Not Returned,Loyal
ORD-102569,2025-10-22,South,Atlanta,Electronics,Gift Card,136.08,20,1,Not Returned,Returning
ORD-102570,2025-03-30,Midwest,Indianapolis,Fashion,credit card,139.22,0,1,RETURNED,New
ORD-102571,2025-10-05,Midwest,Detroit,Electronics,PayPal,172.1,N/A,2,Not Returned,New
ORD-102572,2025-12-03,Northeast,Boston,Fashion,PayPal,244.83,15,3,Not Returned,Returning
ORD-102573,2025-05-13,Northeast,New York,Home,Credit Card,106.29,10,1,Not Returned,Returning
ORD-102574,2025-09-22,South,Atlanta,Home,Credit Card,148.58,10,1,Not Returned,New
ORD-102575,2024-09-09,West,San Diego,Beauty,Debit Card,49.17,0,1,Not Returned,New
ORD-102576,2024-12-08,South,Atlanta,Pet Supplies,Credit Card,117.69,5,4,Not Returned,Loyal
ORD-102577,2024-05-27,South,Houston,Fashion,Credit Card,100.56,0,1,Not Returned,Returning
ORD-102578,2024-11-06,Northeast,Boston,Electronics,Credit Card,313.17,5,2,Not Returned,New
ORD-102579,2024-12-22,Midwest,Minneapolis,Beauty,Buy Now Pay Later,22.78,0,1,Not Returned,Returning
ORD-102580,2025/06/09,West,Seattle,Home,PayPal,225.31,15,5,Not Returned,Loyal
ORD-102581,2025-02-23,Northeast,Boston,Beauty,,271.26,0,5,Not Returned,Returning
ORD-102582,2025-05-23,Midwest,Chicago,Electronics,Gift Card,212.23,0,1,Not Returned,Loyal
ORD-102583,2025-01-07,West,Las Vegas,Sports,APPLE PAY,215.44,5,3,Returned,Loyal
ORD-102584,2024-08-30,Northeast,Boston,Home,Credit Card,85.97,15,1,Not Returned,New
ORD-102585,2024-04-06,Northeast,Newark,Toys,Credit Card,36.02,5,1,Not Returned,Returning
ORD-102586,2024-11-28,Midwest,Indianapolis,Electronics,Apple Pay,330.35,15,2,Not Returned,Returning
ORD-102587,2025-02-11,South,Atlanta,Sports,Debit Card,98.96,0,1,Not Returned,Loyal
ORD-102588,2024-01-01,West,Los Angeles,Toys,Credit Card,73.47,15,1,Not Returned,New
ORD-102589,2024-04-05,South,,Toys,,28.21,10,1,Returned,Returning
ORD-102590,2025-11-16,West,,Electronics,Debit Card,747.53,10,4,Not Returned,Returning
ORD-102591,2024-12-07,Midwest,Columbus,Sports,Buy Now Pay Later,185.27,15,2,Returned,Loyal
ORD-102592,2024-06-28,West,Las Vegas,Office Supplies,PayPal,93.09,0,3,Not Returned,Returning
ORD-102593,2025-12-08,West,San Francisco,Pet Supplies,PayPal,25.4,30,1,Not Returned,Returning
ORD-102594,2025-04-18,West,Seattle,Electronics,credit card,121.91,0,1,Not Returned,Returning
ORD-102595,2024-02-03,South,Dallas,Fashion,Credit Card,149.27,15,2,Not Returned,New
ORD-102596,2024-11-27,Northeast,New York,Electronics,Gift Card,319.86,10,1,Exchange,Returning
ORD-102597,2025-09-23,South,Charlotte,Fashion,Debit Card,87.45,5,3,Returned,Returning
ORD-102598,2024-06-27,Northeast,Pittsburgh,Home,Apple Pay,75.09,5,2,Not Returned,Loyal
ORD-102599,2024-06-14,South,Nashville,Electronics,Credit Card,122.43,0,1,Not Returned,Returning
ORD-102600,2025-11-28,South,Miami,Pet Supplies,Credit Card,47.8,20,1,Not Returned,Returning
ORD-102601,10/23/2025,Northeast,Newark,Home,Credit Card,419.3,0,4,Not Returned,New
ORD-102602,2025-07-29,South,Miami,Fashion,PayPal,129.46,5,2,,Loyal
ORD-102603,2025-05-06,Northeast,Pittsburgh,Beauty,Gift Card ,79.18,0,1,Exchange,New
ORD-102604,2024-02-18,South,Dallas,Electronics,paypal,178.24,0,1,Not Returned,Loyal
ORD-102605,2024/09/01,Northeast,Pittsburgh,Home,Credit Card,109.73,5,4,Not Returned,Returning
ORD-102606,2025-07-05,West,Las Vegas,Home,Debit Card,133.09,0,1,Not Returned,Returning
ORD-102607,2025-10-06,Midwest,Columbus,Home,PayPal,333.88,0,4,Not Returned,Returning
ORD-102608,2024-09-15,South,Dallas,Pet Supplies,Buy Now Pay Later,84.82,5,1,not returned,New
ORD-102609,2025-10-10,West,Los Angeles,Sports,Debit Card,56.52,15,1,Not Returned,Returning
ORD-102610,2025-10-08,West,San Diego,Pet Supplies,Gift Card,26.17,10,1,Not Returned,Loyal
ORD-102611,2024-11-05,West,Phoenix,Home,Credit Card,142.38,15,1,,Returning
ORD-102612,2025-11-17,Midwest,Indianapolis,Office Supplies,PayPal,68.56,10,2,not returned,New
ORD-102613,2024-10-24,West,San Diego,Fashion,PayPal,34.18,10,1,Exchange,Returning
ORD-102614,2024-03-29,West,Las Vegas,Sports,Credit Card,66.39,5,1,Not Returned,Returning
ORD-102615,05/07/2024,Midwest,Detroit,Fashion,Debit Card,180.37,0,4,Not Returned,Returning
ORD-102616,01/24/2024,South,Atlanta,Fashion,debit card,109.56,10,3,Not Returned,New
ORD-102617,2024-11-02 ,South,Dallas,Toys,Apple Pay,186.18,15,5,Not Returned,Returning
ORD-102618,2024-05-03,West,San Diego,Home,Credit Card,465.88,0,5,Not Returned,New
ORD-102619,2025-05-07,South,Miami,Home,Credit Card,74.16,0,2,Returned,New
ORD-102620,2024-01-01,Northeast,Pittsburgh,Office Supplies,Credit Card,53.49,5,1,Not Returned,Loyal
ORD-102621,2024-01-15,Midwest,Minneapolis,Fashion,Buy Now Pay Later,82.66,10,2,Not Returned,Returning
ORD-102622,2025-08-04,Northeast,Philadelphia,Pet Supplies,Buy Now Pay Later,85.89,0,3,,Returning
ORD-102623,2024-10-28,Midwest,St. Louis,Beauty,Debit Card,33.2,10,1,Not Returned,Returning
ORD-102624,2025-11-18,West,San Diego,Home,Credit Card,51.51,20,1,Not Returned,Returning
ORD-102625,2025-04-15,South,Dallas,Home,PayPal,616.08,0,5,,Loyal
ORD-102626,2024-08-02,South,Charlotte,Electronics,Debit Card,192.86,5,1,Not Returned,New
ORD-102627,2025/10/15,West,San Francisco,Fashion,CREDIT CARD,70.15,5,1,Not Returned,Returning
ORD-102628,2025-10-09,Midwest,Detroit,Fashion,Credit Card,45.41,5,1,Returned,Returning
ORD-102629,2025-06-21,South,Charlotte,Office Supplies,Credit Card,20.28,20,1,Not Returned,New
ORD-102630,2025-05-16,Northeast,New York,Fashion,Credit Card,72.3,0,1,Not Returned,Returning
ORD-102631,2024-05-08,Midwest,Columbus,Sports,Buy Now Pay Later,55.99,15,1,NOT RETURNED,New
ORD-102632,2025-06-13,West,San Diego,Pet Supplies,Credit Card,129.1,0,2,Not Returned,Returning
ORD-102633,2024-03-14,South,Atlanta,Toys,PayPal,38.42,5,1,Not Returned,Returning
ORD-102634,2025-09-12,Northeast,Pittsburgh,Fashion,Credit Card,30.67,5,1,Not Returned,Returning
ORD-102635,2024-10-19,West,Phoenix,Electronics,Debit Card,256.98,5,4,Not Returned,New
ORD-102636,2025-10-02,West,San Diego,Electronics,Debit Card,261.05,5,2,Not Returned,Returning
ORD-102637,2024-12-03,South,Charlotte,Sports,Credit Card,265.78,20,5,Not Returned,New
ORD-102638,2024-05-24,Midwest,,Toys,PayPal,33.05,15,1,Not Returned,Returning
ORD-102639,2025-06-14,Northeast,Philadelphia,Home,Credit Card,377.54,15,3,Not Returned,New
ORD-102640,2024-08-18 ,Northeast,Pittsburgh,Home,Credit Card,143.04,0,2,Not Returned,New
ORD-102641,2025-06-28,Northeast,Newark,Electronics,Debit Card,83.73,0,1,Not Returned,Loyal
ORD-102642,2025-07-29 ,West,Seattle,Toys,,88.72,5,1,Not Returned,Returning
ORD-102643,2025-05-13,Northeast,Philadelphia,Sports,Gift Card,330.93,20,2,Not Returned,Returning
ORD-102644,2025-05-04,South,Charlotte,Sports,,34.03,5,1,Not Returned,Returning
ORD-102645,2024-05-24,Northeast,Boston,Beauty,PayPal,24.82,0,1,Not Returned,Returning
ORD-102646,2024-12-09,Midwest,St. Louis,Office Supplies,Credit Card,61.55,25,2,Not Returned,Returning
ORD-102647,2025-09-24,West,Los Angeles,Sports,Apple Pay,94.17,20,1,Not Returned,Returning
ORD-102648,2025/04/06,South,Miami,Electronics,Credit Card,138.81,0,2,Returned,Loyal
ORD-102649,2024-11-15,West,Las Vegas,Fashion,Credit Card,282.88,10,4,Exchange,New
ORD-102650,2024-07-08,West,San Diego,Office Supplies,Credit Card,33.14,10,1,NOT RETURNED,New
ORD-102651,2025-03-12,West,San Francisco,Fashion,Credit Card,211.52,0,3,Not Returned,New
ORD-102652,2025-04-12 ,South,Houston,Home,debit card,261.95,5,3,Not Returned,Loyal
ORD-102653,2024-07-15,South,Charlotte,Home,,237.07,20,3,Returned,New
ORD-102654,2025-11-18,South,Miami,Electronics,Credit Card,450.47,15,2,Not Returned,Returning
ORD-102655,2025-11-15,West,Phoenix,Fashion,Apple Pay,142.66,15,2,Not Returned,New
ORD-102656,2024-11-26,West,San Francisco,Toys,Debit Card,71.71,15,1,Not Returned,New
ORD-102657,2025-05-15,West,Los Angeles,Fashion,Credit Card,42.21,0,1,Not Returned,New
ORD-102658,2024-09-03,Northeast,Philadelphia,Toys,Credit Card,92.36,15,2,Returned,New
ORD-102659,2025-05-03,South,Houston,Fashion,,498.73,,3,Not Returned,Returning
ORD-102660,2025-02-01,Northeast,Buffalo,Home,PayPal,352.78,20,2,Not Returned,Returning
ORD-102661,2024-04-11,West,San Diego,Sports,Credit Card,590.98,0,5,Returned,Returning
ORD-102662,2025-06-15,Midwest,Chicago,Office Supplies,Debit Card,34.36,0,2,Not Returned,Returning
ORD-102663,2025-07-29,South,Miami,Office Supplies,Credit Card,129.44,10,5,Not Returned,Returning
ORD-102664,2024-03-29,West,San Francisco,Fashion,Debit Card,151.2,5,2,Not Returned,New
ORD-102665,2025-12-06,West,San Francisco,Home,Apple Pay,157.93,25,2,Not Returned,New
ORD-102666,2025-09-12,West,San Francisco,Pet Supplies,Apple Pay,87.93,0,3,Not Returned,Loyal
ORD-102667,2025-03-24,West,Seattle,Beauty,Credit Card,30.48,10,2,Not Returned,Loyal
ORD-102668,2025-05-29,West,Los Angeles,Sports,Debit Card,158.99,5,2,Not Returned,Loyal
ORD-102669,2025-10-17,South,Miami,Toys,Buy Now Pay Later,212.09,10,3,Not Returned,Returning
ORD-102670,2024-05-12,Midwest,Columbus,Fashion,Gift Card,219.64,5,3,,Returning
ORD-102671,2025-06-14,Northeast,New York,Toys,Credit Card,86.13,0,5,Not Returned,Returning
ORD-102672,2024-12-15,Northeast,Pittsburgh,Sports,Credit Card,334.91,15,3,Not Returned,Returning
ORD-102673,11/27/2024,Midwest,Detroit,Electronics,Credit Card,456.1,15,3,Exchange,New
ORD-102674,2024-10-14,South,Dallas,Toys,Credit Card,29.47,0,1,Returned,Returning
ORD-102675,2024-06-27,South,Charlotte,Beauty,Credit Card,78.79,5,3,Not Returned,Loyal
ORD-102676,2025-04-17,Midwest,Indianapolis,Home,Debit Card,123.37,10,1,Not Returned,Returning
ORD-102677,2024-01-23,West,Phoenix,Toys,Credit Card,114.78,5,2,Not Returned,Returning
ORD-102678,2025-03-10,Northeast,Boston,Beauty,Gift Card,37.29,0,2,Not Returned,Returning
ORD-102679,2025-11-25,West,Seattle,Pet Supplies,GIFT CARD,74.08,20,2,Returned,Returning
ORD-102680,2025-07-16,Northeast,Newark,Home,Debit Card,135.09,5,2,Not Returned,Returning
ORD-102681,2024-05-12,Midwest,Minneapolis,Fashion,Gift Card,346.22,0,5,Not Returned,Returning
ORD-102682,2024-07-12,South,Atlanta,Office Supplies,Debit Card,22.73,0,1,Not Returned,Returning
ORD-102683,2025-09-13,Midwest,Minneapolis,Office Supplies,Credit Card,19.96,5,1,Not Returned,Returning
ORD-102684,2024-02-21,West,Los Angeles,Electronics,PayPal,534.34,0,4,Not Returned,Returning
ORD-102685,2024-09-01,Midwest,Chicago,Fashion,Debit Card,84.98,5,1,Not Returned,Returning
ORD-102686,2025/01/14,South,Nashville,Fashion,Credit Card,74.28,0,1,Exchange,Returning
ORD-102687,2024-10-27,West,San Diego,Home,Credit Card,67.83,10,1,Returned,Returning
ORD-102688,2025-02-13,Midwest,Minneapolis,Electronics,Credit Card,170.58,5,1,Not Returned,Returning
ORD-102689,2024-03-22,West,Phoenix,Pet Supplies,Debit Card,129.68,10,2,Not Returned,Returning
ORD-102690,2024-05-24,West,Phoenix,Fashion,Buy Now Pay Later,64.35,5,1,Not Returned,Loyal
ORD-102691,2025-03-02,Midwest,Detroit,Electronics,PayPal,168.2,10,1,Exchange,Loyal
ORD-102692,2025-12-09,West,Los Angeles,Electronics,Debit Card,771.33,20,4,Not Returned,New
ORD-102693,2024-06-15,Midwest,Minneapolis,Electronics,Credit Card,217.83,0,1,Not Returned,Returning
ORD-102694,2024-11-19,Northeast,New York,Fashion,Debit Card,149.64,5,2,Not Returned,New
ORD-102695,2025-10-28,West,San Diego,Beauty,Gift Card,27.56,5,1,Not Returned,Returning
ORD-102696,2024-11-05,South,Houston,Fashion,Debit Card,171.42,10,3,Not Returned,Returning
ORD-102697,2024/03/02,South,Dallas,Electronics,Gift Card,163.14,20,2,,Returning
ORD-102698,2024-07-28 ,West,Seattle,Home,PAYPAL,188.96,10,1,Not Returned,New
ORD-102699,2024-06-20,Midwest,Columbus,Pet Supplies,Apple Pay,42.41,15,1,Not Returned,Loyal
ORD-102700,2024-03-21,Midwest,St. Louis,Toys,Debit Card,62.26,10,1,Not Returned,New
ORD-102701,2025-04-11,West,San Francisco,Electronics,,204.34,15,2,Not Returned,Returning
ORD-102702,2025-04-07,West,Las Vegas,Pet Supplies,PayPal,14.46,20,1,Not Returned,Returning
ORD-102703,2024-09-05,Northeast,Boston,Office Supplies,Credit Card,66.09,10,1,Not Returned,New
ORD-102704,2024-06-24 ,Midwest,,Electronics,Credit Card,289.99,0,2,Not Returned,Returning
ORD-102705,2025/12/30,West,San Francisco,Fashion,Credit Card,107.6,20,1,Not Returned,New
ORD-102706,2024-12-24,West,San Francisco,Fashion,Credit Card,47.02,20,1,Not Returned,Loyal
ORD-102707,2024-09-16,West,Phoenix,Sports,Credit Card,107.29,0,1,Not Returned,Loyal
ORD-102708,2024-09-02,West,Phoenix,Home,Buy Now Pay Later,443.25,0,4,Not Returned,New
ORD-102709,2025-12-24,South,Charlotte,Toys,debit card,46.81,10,2,Not Returned,Returning
ORD-102710,06/27/2024,Midwest,Columbus,Sports,Credit Card,74.31,10,2,Not Returned,Loyal
ORD-102711,2024-10-09,South,Dallas,Electronics,Debit Card,239.51,0,2,Not Returned,Returning
ORD-102712,2024-11-18,Midwest,St. Louis,Pet Supplies,PayPal ,45.41,5,1,Not Returned,New
ORD-102713,2024-05-21,Northeast,Newark,Toys,CREDIT CARD,44.85,15,2,Not Returned,Returning
ORD-102714,2025-05-01,Midwest,Indianapolis,Home,PayPal,140.9,5,1,Returned,New
ORD-102715,2024-02-01,Midwest,Chicago,Fashion,PayPal,214.24,10,3,Returned,Returning
ORD-102716,2025-08-06,South,Dallas,Home,Credit Card,54.53,0,1,,Returning
ORD-102717,2024-12-02,West,Los Angeles,Pet Supplies,Buy Now Pay Later,116.75,15,1,Not Returned,Loyal
ORD-102718,2025-12-20,Midwest,Detroit,Electronics,PayPal,504.14,15,2,Returned,New
ORD-102719,2025-02-06,South,Miami,Fashion,Credit Card,86.92,5,1,Not Returned,New
ORD-102720,2025-03-20,South,Houston,Electronics,Credit Card,119.66,0,1,Not Returned,New
ORD-102721,2024-04-27,West,San Diego,Pet Supplies,Debit Card,69.2,10,2,Not Returned,Returning
ORD-102722,2024-11-26,Northeast,Philadelphia,Electronics,Credit Card,120.1,20,2,Not Returned,New
ORD-102723,2024-01-30,Midwest,Minneapolis,Home,PayPal,142.5,0,1,Not Returned,Returning
ORD-102724,05/05/2025,West,San Francisco,Sports,Debit Card,221.42,10,3,Not Returned,Returning
ORD-102725,2025-07-01,South,Charlotte,Home,PayPal,104.39,5,1,Not Returned,Returning
ORD-102726,2025-06-26,Northeast,Boston,Electronics,PayPal,285.0,0,2,Not Returned,New
ORD-102727,2025-09-20,Northeast,Buffalo,Home,Debit Card,312.0,15,4,Not Returned,Returning
ORD-102728,2025-02-19,South,Miami,Home,Credit Card,405.43,0,3,Exchange,New
ORD-102729,2025-01-05,Northeast,Buffalo,Fashion,Credit Card,178.59,5,2,Not Returned,Returning
ORD-102730,2024-07-25,Midwest,Columbus,Pet Supplies,PayPal,62.01,0,1,NOT RETURNED,Returning
ORD-102731,2025-06-21,South,Atlanta,Electronics,Debit Card,225.91,5,2,Not Returned,New
ORD-102732,2024-01-10,Northeast,Pittsburgh,Beauty,Credit Card,43.74,10,1,Not Returned,Returning
ORD-102733,2025-08-08,South,Atlanta,Toys,Credit Card,33.48,10,1,Not Returned,Loyal
ORD-102734,2024-12-28,South,Charlotte,Home,,124.06,10,1,Not Returned,Returning
ORD-102735,2025-04-21,Northeast,Philadelphia,Fashion,Apple Pay,41.99,10,1,Not Returned,Returning
ORD-102736,2025-03-10,Midwest,Indianapolis,Pet Supplies,Apple Pay,46.0,10,1,Not Returned,Returning
ORD-102737,2025-11-25,West,San Francisco,Beauty,Credit Card,45.96,0,1,Not Returned,New
ORD-102738,2025-03-02,West,San Francisco,Electronics,Gift Card,797.3,10,4,Returned,Returning
ORD-102739,2025-03-11,South,Atlanta,Fashion,PayPal,183.97,0,2,Not Returned,Returning
ORD-102740,2024-10-04,South,Charlotte,Fashion,Credit Card,108.75,10,1,Returned,New
ORD-102741,2025-09-13,West,Seattle,Beauty,Debit Card,48.52,5,1,Not Returned,New
ORD-102742,2025-06-10,Northeast,Boston,Fashion,PayPal,129.84,0,2,Not Returned,Returning
ORD-102743,2024-12-23,West,Las Vegas,Electronics,PayPal,61.66,20,1,Not Returned,Returning
ORD-102744,2025-01-04,South,Atlanta,Home,Credit Card,32.43,10,1,Not Returned,New
ORD-102745,2024-03-20,South,Charlotte,Pet Supplies,Credit Card,29.42,10,1,Not Returned,Loyal
ORD-102746,2025-03-09,West,Phoenix,Beauty,Buy Now Pay Later,38.14,15,1,Not Returned,Returning
ORD-102747,2024-02-08,South,Houston,Electronics,Credit Card,283.73,10,2,Exchange,Returning
ORD-102748,10/06/2025,South,Miami,Toys,Credit Card,40.57,0,1,Not Returned,Returning
ORD-102749,2024-02-20,West,Phoenix,Toys,GIFT CARD,143.6,0,2,Not Returned,Returning
ORD-102750,2024-08-17,West,San Diego,Sports,Credit Card,64.52,5,1,Not Returned,New
ORD-102751,2024-11-21,West,San Diego,Fashion,Credit Card,46.66,5,1,Not Returned,Returning
ORD-102752,2025-11-02,South,Charlotte,Sports,Credit Card,165.41,20,1,Not Returned,Returning
